Date,T_degC,PO4uM,SiO3uM,NO2uM,NO3uM,Salnty,O2ml_L
02/01/2012,10.520,1.440,20.000,0.040,20.700,33.680,3.620
10/23/2003,10.530,2.170,26.500,0.020,24.000,33.719,2.660
02/16/2006,10.530,2.810,40.300,0.010,27.000,33.874,0.630
07/17/2009,10.530,1.600,19.000,0.370,17.800,33.590,3.890
11/16/2013,10.530,1.050,10.900,0.010,10.300,33.362,4.980
01/09/2017,10.530,1.170,17.400,0.030,16.000,33.641,3.840
04/04/2003,10.540,2.520,36.000,0.240,27.400,34.250,1.280
01/31/2015,10.540,1.850,27.400,0.020,21.500,33.881,2.750
07/20/2019,10.540,1.640,19.000,0.000,16.400,33.620,3.990
07/03/2012,10.550,1.440,19.000,0.090,19.700,34.102,3.800
06/15/2018,10.550,2.310,37.200,0.050,28.100,33.853,1.250
01/26/2011,10.560,1.520,20.500,0.120,20.200,33.672,3.640
04/06/2002,10.590,2.140,25.400,0.040,21.800,33.828,2.790
11/06/2015,10.590,1.200,13.700,0.240,7.800,33.504,4.490
07/17/2004,10.600,1.440,17.000,0.020,9.100,34.063,4.180
01/05/2005,10.600,2.090,27.600,0.020,23.200,33.698,2.520
01/25/2013,10.600,0.880,16.700,0.010,10.800,33.681,4.070
07/16/2014,10.600,1.040,20.900,0.090,17.700,33.679,3.730
02/02/2012,10.610,1.410,19.100,0.090,19.900,33.664,3.740
01/12/2013,10.610,1.080,17.200,0.050,11.700,33.695,3.920
11/09/2009,10.620,1.410,20.000,0.170,17.100,33.710,4.030
07/21/2013,10.630,0.900,9.400,0.000,9.000,33.399,5.310
11/09/2014,10.630,1.850,24.700,0.020,20.600,33.639,2.910
01/25/2010,10.640,1.250,23.200,0.230,14.800,33.754,4.580
07/15/2016,10.640,0.810,10.000,0.070,9.300,33.488,4.980
04/05/2003,10.650,2.950,38.800,0.040,28.700,34.267,0.830
01/08/2009,10.650,1.380,20.000,0.020,17.800,33.620,3.920
01/10/2016,10.650,1.140,16.100,0.020,10.800,33.376,4.110
02/03/2002,10.660,1.560,17.000,0.070,16.600,33.650,4.180
11/18/2002,10.660,1.380,14.100,0.110,14.000,33.384,4.620
11/02/2010,10.660,1.490,18.900,0.180,17.000,33.689,3.900
04/11/2014,10.660,1.330,19.900,0.040,13.800,33.651,3.880
04/06/2007,10.670,0.440,4.000,0.210,1.600,32.894,6.110
07/21/2009,10.670,0.800,9.000,0.010,8.000,33.240,5.230
01/16/2016,10.670,0.980,12.100,0.070,8.000,33.518,4.680
07/19/2014,10.680,0.980,20.000,0.120,17.100,33.660,3.750
04/23/2005,10.690,2.380,30.200,0.020,25.300,33.787,1.930
01/13/2004,10.710,2.520,34.100,0.050,26.700,34.148,1.790
11/23/2017,10.710,0.790,13.000,0.030,11.500,33.567,4.160
07/23/2016,10.720,0.690,10.500,0.050,5.200,33.326,4.960
07/14/2002,10.730,1.420,14.400,0.110,14.600,33.444,4.480
11/15/2019,10.730,1.310,16.500,0.010,14.600,33.588,4.270
04/22/2003,10.740,1.480,15.300,0.020,14.200,33.417,4.300
01/19/2015,10.740,1.670,26.700,0.040,20.700,33.583,2.550
01/14/2001,10.750,1.200,25.000,0.000,15.000,33.620,3.250
07/24/2003,10.750,2.340,33.100,0.020,26.200,34.159,2.120
03/28/2008,10.750,1.100,12.000,0.000,13.000,33.390,5.020
07/13/2015,10.750,2.030,30.600,0.010,19.600,34.071,2.030
01/15/2009,10.760,1.350,19.000,0.140,17.100,33.660,3.840
02/01/2014,10.760,1.240,14.200,0.000,9.900,33.407,4.840
11/17/2016,10.760,1.160,17.700,0.080,14.600,33.346,4.050
04/09/2007,10.770,0.440,3.700,0.190,1.600,32.898,6.130
11/12/2014,10.770,1.790,23.400,0.020,19.500,33.574,2.970
04/05/2008,10.780,1.240,19.000,0.000,15.900,33.660,4.260
05/05/2010,10.780,1.540,17.100,0.500,16.800,33.460,5.350
08/12/2010,10.780,0.540,4.000,0.120,1.400,33.189,6.040
07/19/2019,10.780,1.480,16.000,0.000,14.300,33.564,4.360
01/12/2004,10.790,2.540,33.700,0.110,26.200,34.059,1.850
11/21/2009,10.790,1.570,16.000,0.400,15.800,33.570,3.940
11/25/2013,10.790,0.960,9.000,0.010,8.600,33.350,5.180
11/20/2014,10.790,1.640,21.000,0.130,17.400,33.817,3.470
10/20/2008,10.800,1.380,18.000,0.120,17.200,33.630,3.880
07/24/2012,10.800,1.310,16.900,0.100,17.000,33.672,3.750
11/09/2016,10.800,1.170,17.400,0.110,16.300,33.461,3.570
04/20/2001,10.810,0.880,19.000,0.000,8.700,33.620,4.940
10/28/2001,10.820,1.940,18.400,0.260,16.800,33.710,4.130
01/20/2004,10.820,2.660,36.000,0.020,27.200,34.090,1.280
11/13/2004,10.820,2.790,37.800,0.020,28.800,33.803,1.170
08/09/2011,10.820,0.960,9.000,0.240,10.400,33.421,5.660
04/19/2018,10.820,0.210,16.000,0.000,1.900,33.581,3.610
10/22/2003,10.830,1.830,20.900,0.040,20.100,33.671,3.340
07/11/2006,10.840,0.330,2.900,0.020,0.000,33.005,6.160
04/17/2005,10.850,2.000,25.000,0.020,21.300,33.770,2.620
01/30/2015,10.850,1.320,16.500,0.050,14.800,33.752,4.190
01/25/2002,10.860,1.590,14.200,0.250,14.000,33.500,4.570
01/18/2007,10.860,1.210,15.000,0.260,15.400,33.591,4.940
02/07/2018,10.860,0.410,11.400,0.000,6.000,33.761,3.950
07/23/2003,10.880,1.810,24.100,0.020,20.900,33.993,3.420
10/14/2008,10.880,1.350,18.000,0.070,16.700,33.620,3.750
04/01/2004,10.890,2.090,26.800,0.050,23.200,33.582,2.540
11/04/2004,10.900,1.300,13.800,0.040,13.800,33.603,4.280
03/29/2014,10.900,1.120,12.200,0.080,8.600,33.597,4.670
11/13/2014,10.900,1.580,21.000,0.080,17.200,33.512,3.390
01/19/2004,10.920,2.210,27.000,0.020,24.900,33.887,2.010
01/27/2008,10.920,0.660,9.000,0.080,6.600,33.265,5.030
01/11/2004,10.930,2.390,30.800,0.250,24.800,33.970,2.140
11/21/2014,10.930,1.500,19.000,0.160,15.800,33.602,3.780
01/20/2015,10.930,1.550,23.800,0.040,19.100,33.531,2.820
04/26/2005,10.960,2.180,26.200,0.040,23.400,33.762,2.230
07/12/2001,10.970,1.090,23.000,0.000,11.500,33.610,4.430
11/14/2007,10.980,0.870,10.500,0.030,8.500,33.275,5.240
01/21/2015,10.980,1.090,16.600,0.070,14.100,33.481,4.040
08/02/2017,10.980,0.960,13.100,0.010,16.300,33.394,4.430
04/10/2002,10.990,1.400,14.400,0.240,13.800,33.669,4.370
08/20/2008,10.990,0.520,22.000,0.000,6.200,33.720,3.740
02/02/2014,10.990,1.210,13.000,0.000,8.800,33.370,4.980
01/07/2000,11.000,2.230,53.000,0.000,25.300,33.895,2.110
01/24/2002,11.000,1.470,13.000,0.260,12.800,33.494,4.760
04/16/2015,11.020,0.890,10.800,0.080,9.200,33.435,4.850
01/21/2007,11.030,1.140,12.800,0.250,13.800,33.567,5.260
10/26/2012,11.060,1.290,17.200,0.370,15.900,33.532,4.340
01/05/2005,11.080,1.920,22.800,0.030,21.000,33.661,2.770
02/18/2006,11.080,2.760,36.000,0.010,27.600,33.793,0.960
11/14/2004,11.100,2.620,33.900,0.020,27.800,33.696,1.490
03/29/2002,11.110,1.610,16.700,0.110,16.700,33.475,3.780
04/12/2003,11.140,1.320,14.200,0.080,12.800,33.719,4.390
01/10/2004,11.150,2.450,29.000,0.890,22.600,33.910,2.140
10/28/2008,11.150,1.190,15.000,0.100,13.800,33.540,4.370
11/16/2004,11.160,2.370,30.000,0.030,24.900,33.647,1.990
04/24/2008,11.180,1.190,11.000,0.070,12.900,33.590,5.390
03/29/2017,11.180,1.920,30.000,0.060,20.300,34.052,1.870
01/08/2000,11.210,2.910,73.300,0.000,28.300,34.022,0.280
06/17/2018,11.230,2.000,29.800,0.070,24.900,33.805,1.800
08/15/2008,11.240,0.580,5.000,0.070,3.500,33.540,6.100
07/05/2000,11.250,0.640,14.000,0.000,7.000,33.540,5.520
07/27/2004,11.250,1.550,17.400,0.040,16.400,33.537,3.770
03/31/2004,11.260,1.700,20.300,0.060,19.100,33.526,3.230
07/08/2002,11.270,1.150,10.500,0.060,10.600,33.447,5.290
07/16/2009,11.280,1.050,11.000,0.240,9.400,33.520,5.060
01/09/2004,11.300,2.290,27.400,0.870,21.300,33.875,2.440
07/14/2015,11.310,1.690,23.300,0.020,17.000,33.935,2.750
01/22/2000,11.340,0.880,16.000,0.060,9.000,33.590,5.100
11/22/2014,11.340,1.500,16.000,0.380,13.000,33.501,4.020
04/12/2014,11.350,1.010,13.400,0.120,9.700,33.652,4.750
11/15/2004,11.370,1.710,20.100,0.050,18.400,33.602,3.340
04/06/2016,11.390,0.810,8.700,0.000,5.600,33.386,4.880
07/22/2019,11.400,1.860,26.700,0.040,23.000,33.798,2.160
04/10/2019,11.410,2.450,37.600,0.140,24.500,34.107,0.380
01/11/2008,11.420,1.050,14.000,0.230,11.400,33.584,4.720
01/21/2009,11.430,0.660,7.000,0.060,5.400,33.410,5.690
07/15/2015,11.440,1.580,21.000,0.020,16.200,33.855,2.990
11/18/2016,11.440,0.750,9.800,0.120,7.800,33.286,4.950
11/14/2014,11.450,1.090,12.000,0.310,11.100,33.859,4.520
02/07/2006,11.480,1.990,25.900,0.020,23.200,33.561,2.040
06/22/2018,11.480,2.540,39.600,0.050,28.200,34.090,0.420
04/11/2000,11.500,0.960,18.000,0.130,10.100,33.440,3.820
04/18/2011,11.500,0.670,5.500,0.130,5.200,33.565,5.490
07/17/2014,11.500,0.930,11.800,0.130,9.500,33.552,4.910
11/02/2015,11.500,0.870,8.400,0.120,7.000,33.440,4.950
10/21/2003,11.510,1.250,12.700,0.070,12.600,33.625,4.440
11/12/2005,11.510,3.260,40.000,0.000,29.200,34.669,0.170
04/17/2000,11.520,1.470,24.000,0.440,13.100,33.560,4.690
07/24/2015,11.530,1.510,19.800,0.020,15.400,33.767,3.100
07/10/2000,11.540,0.830,19.000,0.340,4.400,33.460,4.770
07/22/2003,11.550,1.170,12.200,0.040,10.800,33.803,5.000
11/11/2005,11.550,3.220,39.500,0.000,29.000,34.649,0.190
08/10/2011,11.550,0.600,3.500,0.060,2.200,33.319,6.120
04/13/2006,11.560,0.900,4.500,0.170,8.300,33.348,6.510
04/05/2015,11.560,1.050,11.400,0.190,10.400,33.629,4.780
04/02/2019,11.570,2.430,39.900,0.050,25.100,34.016,0.240
11/10/2010,11.580,0.780,6.200,0.090,7.100,33.265,5.560
04/19/2018,11.590,0.330,13.500,0.000,0.000,33.557,4.350
02/10/2012,11.600,1.230,15.800,0.240,14.200,33.643,4.300
01/18/2000,11.610,1.690,37.400,0.000,20.300,33.888,2.930
04/02/2017,11.610,1.400,24.300,0.110,15.100,33.933,2.460
10/26/2006,11.630,0.900,9.400,0.180,9.900,33.475,6.010
10/18/2008,11.630,0.770,9.000,0.160,7.100,33.450,5.210
11/22/2009,11.630,0.750,8.000,0.080,6.100,33.300,5.790
07/31/2011,11.630,1.290,17.200,0.170,14.500,33.745,4.040
07/16/2016,11.640,0.550,5.200,0.100,4.900,33.436,5.450
02/01/2007,11.650,0.910,10.000,0.160,9.200,33.428,5.570
04/22/2003,11.670,0.930,6.500,0.060,6.700,33.334,5.480
11/03/2004,11.670,0.910,8.000,0.050,8.300,33.463,4.960
01/09/2016,11.670,0.770,9.100,0.060,5.800,33.360,4.810
01/26/2010,11.680,0.840,17.000,0.100,5.100,33.710,6.270
11/12/2010,11.680,0.760,6.000,0.090,6.700,33.250,5.600
06/23/2018,11.690,2.190,32.100,0.040,26.100,34.088,1.340
02/11/2012,11.700,1.170,15.000,0.220,13.400,33.640,4.360
11/16/2019,11.710,0.760,6.500,0.030,6.200,33.476,5.320
03/30/2004,11.720,1.120,10.700,0.020,10.900,33.473,4.620
07/18/2015,11.720,1.420,18.500,0.020,14.300,33.673,3.150
11/18/2013,11.730,0.750,5.300,0.050,4.800,33.292,5.500
02/03/2014,11.740,0.920,7.300,0.050,4.300,33.273,5.460
07/18/2019,11.740,1.010,8.800,0.010,8.000,33.483,5.220
01/27/2010,11.760,0.810,16.800,0.090,4.300,33.708,6.440
01/10/2017,11.770,0.730,9.600,0.030,8.700,33.634,5.020
11/05/2015,11.780,0.690,6.500,0.280,3.900,33.472,5.350
04/16/2005,11.810,1.450,18.000,0.040,16.800,33.743,3.030
11/21/2005,11.820,3.140,37.700,0.000,30.300,34.367,1.010
04/12/2006,11.820,0.800,2.000,0.160,6.900,33.343,6.750
11/11/2009,11.820,1.600,22.000,0.140,19.500,33.570,3.540
07/22/2016,11.830,0.460,4.600,0.060,2.300,33.277,5.590
01/08/2004,11.840,1.970,23.200,0.770,18.000,33.793,2.910
10/23/2011,11.840,1.460,18.300,0.120,14.900,33.607,4.360
01/17/2016,11.840,0.700,7.800,0.080,4.600,33.489,5.080
04/10/2017,11.850,0.790,9.200,0.090,4.200,34.222,4.990
07/17/2004,11.870,0.940,8.800,0.020,4.300,33.901,5.130
01/22/2007,11.870,0.830,5.000,0.160,7.300,33.431,6.190
10/31/2003,11.890,0.940,8.500,0.110,7.400,33.502,5.130
04/28/2005,11.890,1.820,18.300,0.240,18.600,33.740,3.050
07/13/2002,11.900,0.980,8.000,0.220,7.400,33.404,5.380
02/04/2003,11.930,0.830,6.900,0.120,6.200,33.567,5.250
02/19/2006,11.930,2.690,34.100,0.010,27.800,33.755,0.820
01/11/2013,11.930,0.730,7.600,0.150,5.800,33.624,5.070
07/23/2006,11.950,0.880,9.200,0.030,9.200,33.393,6.270
11/17/2009,11.950,0.330,2.000,0.000,0.000,33.290,5.900
04/09/2019,11.970,2.050,32.600,0.240,21.600,34.100,0.860
11/08/2016,11.980,0.760,10.100,0.130,9.100,33.415,4.630
03/29/2002,11.990,0.860,6.000,0.170,6.000,33.420,5.740
07/25/2012,12.010,0.960,10.000,0.230,9.300,33.600,4.540
04/03/2017,12.010,0.910,18.700,0.110,9.700,33.819,3.150
02/20/2006,12.020,2.510,30.400,0.030,25.900,33.718,1.290
07/10/2012,12.050,0.800,6.700,0.160,8.300,33.796,5.520
02/08/2006,12.060,1.460,16.200,0.020,16.400,33.627,3.300
10/22/2012,12.060,0.540,8.400,0.020,3.500,33.637,5.100
11/24/2017,12.060,0.440,6.300,0.000,5.000,33.542,4.840
04/15/2019,12.080,1.360,26.300,0.090,12.900,34.102,1.570
01/04/2005,12.090,1.390,14.000,0.130,14.000,33.627,3.860
10/29/2008,12.120,1.570,10.000,0.190,6.800,33.490,4.670
08/14/2010,12.120,0.420,2.100,0.000,0.000,33.034,6.280
11/06/2019,12.140,0.700,10.600,0.040,7.500,33.499,4.650
04/08/2007,12.160,0.440,2.000,0.000,1.500,33.009,6.270
01/12/2008,12.160,0.650,7.400,0.120,4.900,33.609,5.960
01/28/2010,12.160,0.640,15.000,0.040,0.600,33.700,7.310
01/29/2010,12.160,0.640,15.000,0.040,0.600,33.700,7.310
08/01/2017,12.160,0.420,5.600,0.120,5.400,33.356,5.300
01/26/2008,12.190,0.370,4.700,0.120,1.100,33.212,5.520
07/04/2007,12.210,0.350,1.900,0.000,0.000,32.944,6.460
01/17/2000,12.230,1.180,22.600,0.000,12.000,33.788,3.930
04/05/2002,12.230,0.940,8.400,0.100,3.500,33.648,5.420
11/07/2005,12.230,2.040,23.900,0.000,20.800,33.684,2.080
07/17/2015,12.240,1.160,15.000,0.020,11.900,33.573,3.760
02/06/2018,12.290,0.370,6.200,0.000,4.300,33.754,4.650
11/08/2001,12.300,0.910,4.800,0.120,3.300,33.456,6.410
11/14/2005,12.310,3.020,34.600,0.010,29.900,34.208,1.320
07/10/2006,12.350,0.280,2.100,0.010,0.000,32.931,6.470
04/09/2016,12.360,0.500,4.000,0.000,1.500,33.351,5.460
11/02/2004,12.370,0.770,6.000,0.040,5.700,33.428,5.240
11/19/2016,12.370,0.430,4.500,0.140,1.900,33.229,5.680
05/13/2010,12.410,1.080,12.000,0.200,10.300,33.520,6.110
02/12/2003,12.420,0.850,7.200,0.160,5.700,33.685,5.400
04/05/2019,12.450,2.280,36.000,0.120,23.500,33.991,0.410
07/09/2005,12.460,1.620,17.700,0.050,14.200,34.116,3.290
07/12/2013,12.460,0.610,4.400,0.300,2.400,33.340,5.900
04/07/2006,12.470,0.890,3.800,0.110,6.300,33.553,6.180
11/04/2007,12.490,0.280,3.000,0.000,0.000,33.163,5.740
11/16/2007,12.490,0.380,3.800,0.010,0.200,33.211,5.960
07/04/2005,12.500,2.880,38.500,0.040,28.000,34.321,0.360
07/06/2005,12.500,2.190,35.000,0.060,22.900,34.252,1.530
07/07/2005,12.510,2.000,29.800,0.060,21.300,34.245,1.860
04/04/2017,12.520,0.640,13.600,0.030,5.600,33.709,3.800
05/14/2010,12.550,1.080,12.000,0.200,10.200,33.502,6.110
07/18/2001,12.600,0.910,7.400,0.260,5.700,33.789,5.490
11/17/2002,12.600,0.830,5.800,0.260,5.100,33.365,5.580
04/08/2008,12.610,0.550,5.000,0.000,3.400,33.590,5.890
04/11/2003,12.620,0.850,6.900,0.150,5.200,33.646,5.480
07/08/2014,12.650,0.850,6.300,0.140,2.500,33.432,5.460
01/25/2011,12.660,0.950,9.800,0.070,9.900,33.655,5.110
07/05/2005,12.690,2.530,36.900,0.050,26.500,34.279,0.820
01/23/2015,12.700,0.410,6.000,0.100,1.400,33.393,5.880
04/15/2015,12.700,0.420,4.100,0.030,1.300,33.441,6.070
04/05/2019,12.710,2.080,30.600,0.030,23.000,33.984,0.850
11/19/2013,12.720,0.530,2.800,0.040,1.300,33.243,5.960
04/12/2006,12.740,0.610,1.200,0.130,6.300,33.336,6.730
06/17/2018,12.770,0.860,10.500,0.180,8.800,33.772,4.090
01/19/2001,12.780,0.690,10.000,0.180,5.900,33.420,5.550
01/22/2009,12.780,0.280,2.000,0.000,0.000,33.460,6.220
04/21/2003,12.790,0.690,3.700,0.080,2.600,33.253,6.050
01/31/2007,12.790,0.600,6.400,0.060,4.600,33.320,6.040
04/09/2013,12.800,0.410,3.100,0.040,0.300,33.396,5.940
01/18/2008,12.810,0.860,10.500,0.080,7.900,33.614,5.140
11/16/2014,12.820,0.640,2.800,0.090,3.200,33.408,5.830
11/15/2005,12.840,2.250,24.000,0.290,22.700,34.041,2.200
11/17/2004,12.850,0.790,6.000,0.080,4.700,33.560,5.300
02/06/2006,12.870,0.280,1.000,0.000,0.000,33.579,7.600
02/02/2002,12.880,0.850,6.700,0.080,5.600,33.472,5.840
04/08/2004,12.880,0.950,7.600,0.070,7.100,33.492,4.990
02/05/2006,12.890,0.280,1.000,0.000,0.000,33.573,7.580
01/23/2007,12.910,0.570,1.300,0.080,2.500,33.253,6.050
02/04/2014,12.940,0.740,4.100,0.070,0.900,33.191,5.940
04/07/2018,12.940,2.070,27.200,0.040,24.500,34.093,1.410
02/03/2003,12.970,0.600,3.200,0.120,1.700,33.432,5.680
02/12/2012,12.970,0.980,10.600,0.140,8.300,33.609,5.100
10/25/2006,12.980,0.560,6.200,0.080,6.300,33.441,6.230
08/18/2008,13.020,0.500,3.000,0.000,1.600,33.530,6.210
01/26/2007,13.030,0.550,1.000,0.070,2.100,33.235,6.040
11/07/2015,13.030,0.350,2.400,0.050,0.500,33.445,6.120
01/08/2016,13.030,0.430,3.900,0.060,1.600,33.354,5.500
01/13/2005,13.040,2.680,32.000,0.070,25.100,34.205,0.960
07/04/2000,13.080,0.350,5.000,0.000,0.000,33.490,6.200
02/04/2006,13.100,0.300,1.000,0.000,0.000,33.521,7.420
02/04/2006,13.100,0.300,1.000,0.000,0.000,33.521,7.420
07/25/2016,13.100,0.280,1.900,0.010,0.000,33.233,5.920
03/27/2008,13.110,0.770,6.000,0.000,6.500,33.490,5.640
11/06/2005,13.150,0.850,9.600,0.000,4.800,33.651,4.360
01/14/2009,13.150,0.830,10.000,0.170,7.300,33.580,5.220
10/23/2008,13.160,0.630,8.000,0.110,4.500,33.530,5.610
01/08/2005,13.180,0.620,4.200,0.080,1.400,33.594,5.630
04/23/2008,13.180,0.800,2.000,0.090,6.500,33.550,6.620
10/25/2000,13.200,0.530,7.000,0.000,3.100,33.360,6.040
07/16/2015,13.200,0.590,8.700,0.150,2.400,33.437,5.360
04/20/2018,13.200,0.340,4.500,0.000,0.000,33.537,5.330
04/06/2019,13.200,1.620,23.600,0.020,19.300,33.981,1.630
04/05/2014,13.210,0.640,3.000,0.100,1.900,33.577,5.750
02/02/2003,13.220,0.510,2.000,0.000,0.000,33.284,5.960
08/23/2008,13.230,1.080,11.000,0.000,6.200,33.580,5.040
07/07/2014,13.230,0.540,3.000,0.000,0.000,33.416,6.180
01/14/2005,13.240,1.860,18.000,0.030,18.700,33.931,2.500
04/07/2016,13.260,0.330,1.800,0.000,0.000,33.323,5.890
10/31/2003,13.280,0.620,3.600,0.110,1.700,33.455,5.730
03/14/2009,13.280,0.470,2.000,0.060,1.500,33.240,6.020
07/21/2003,13.300,0.560,2.900,0.040,0.800,33.589,6.190
04/16/2019,13.310,1.440,24.100,0.100,14.200,34.108,1.300
01/21/2000,13.380,0.400,7.000,0.050,1.800,33.570,5.890
07/24/2006,13.400,0.580,3.000,0.020,5.100,33.340,6.520
11/17/2019,13.410,0.490,3.900,0.080,0.600,33.443,5.900
04/06/2006,13.430,0.770,1.000,0.130,5.700,33.546,6.350
04/06/2006,13.430,0.770,1.000,0.130,5.700,33.546,6.360
10/15/2018,13.430,2.360,27.300,0.120,24.400,34.303,0.830
04/05/2006,13.450,0.770,1.000,0.120,5.700,33.547,6.420
04/05/2006,13.450,0.770,1.000,0.120,5.700,33.547,6.420
01/11/2009,13.450,0.800,9.000,0.020,6.600,33.470,5.420
07/12/2002,13.460,0.620,3.100,0.050,0.600,33.367,6.330
10/20/2003,13.460,0.670,3.300,0.040,1.000,33.582,5.990
04/18/2006,13.500,0.580,2.000,0.010,5.100,33.341,6.390
04/11/2006,13.510,0.500,0.100,0.110,5.500,33.338,6.700
07/06/2014,13.520,0.490,2.700,0.000,0.000,33.428,6.100
11/15/2007,13.530,0.280,2.100,0.000,0.000,33.151,6.180
07/12/2002,13.550,0.610,3.000,0.040,0.400,33.366,6.350
04/10/2006,13.560,0.500,0.000,0.120,5.500,33.339,6.680
04/17/2019,13.560,0.450,11.800,0.110,1.700,34.119,3.370
11/04/2019,13.560,0.280,3.700,0.010,0.900,33.511,5.790
04/11/2006,13.570,0.500,0.000,0.110,5.400,33.339,6.700
07/30/2003,13.580,0.650,3.000,0.040,0.600,33.580,6.040
11/15/2017,13.600,0.190,2.300,0.000,0.400,33.521,5.480
04/16/2000,13.620,0.450,12.000,0.110,4.000,33.540,6.020
07/26/2012,13.620,0.730,6.900,0.150,5.000,33.572,4.810
03/20/2009,13.650,0.690,5.000,0.020,4.300,33.530,5.680
04/06/2017,13.660,0.570,9.200,0.040,1.000,33.604,4.410
07/23/2015,13.680,0.370,6.000,0.020,0.000,33.395,5.920
04/07/2007,13.690,0.410,1.100,0.000,0.700,33.058,6.400
07/08/2005,13.700,0.570,5.200,0.090,1.700,33.826,5.390
08/04/2017,13.700,0.190,6.800,0.040,0.400,33.320,5.910
11/16/2005,13.710,1.060,9.700,0.050,8.400,33.871,4.730
04/05/2017,13.720,0.570,9.000,0.040,0.900,33.600,4.450
03/14/2009,13.730,0.360,2.000,0.020,0.400,33.210,6.130
11/15/2014,13.730,0.510,1.400,0.030,1.000,33.386,6.100
04/06/2019,13.730,0.980,14.900,0.030,8.700,33.982,2.820
04/12/2017,13.740,0.420,3.300,0.100,0.800,34.055,5.730
05/17/2010,13.760,1.020,11.000,0.170,9.300,33.349,6.090
01/16/2000,13.780,0.540,10.500,0.020,3.700,33.685,4.940
01/18/2016,13.780,0.360,2.800,0.050,0.000,33.465,5.750
10/13/2000,13.800,0.510,9.000,0.000,2.200,33.530,6.120
07/07/2002,13.800,0.580,3.000,0.040,0.700,33.412,6.390
04/20/2003,13.820,0.480,2.000,0.000,0.100,33.173,6.420
01/07/2004,13.830,1.080,10.700,0.250,7.500,33.757,4.980
04/10/2007,13.860,0.410,1.000,0.000,0.600,33.061,6.410
04/10/2000,13.870,0.610,4.000,0.000,0.400,33.410,4.890
04/19/2003,13.900,0.470,2.000,0.000,0.000,33.170,6.420
03/17/2009,13.910,0.330,2.000,0.020,0.300,33.240,6.060
11/03/2010,13.930,0.830,7.800,0.180,5.600,33.620,5.440
04/15/2005,13.960,0.750,6.900,0.070,5.200,33.719,4.020
11/05/2006,13.960,0.390,4.000,0.000,1.500,33.264,6.320
07/13/2012,13.980,0.500,3.800,0.070,3.400,33.635,6.320
06/13/2018,14.040,0.330,3.300,0.000,0.000,33.479,5.610
11/04/2005,14.050,0.680,7.000,0.140,2.200,33.637,5.180
10/24/2000,14.070,0.320,4.000,0.000,0.600,33.380,6.460
04/07/2008,14.080,0.720,2.000,0.090,5.700,33.550,6.370
07/18/2009,14.090,0.330,4.000,0.000,1.900,33.920,5.440
11/20/2016,14.090,0.240,2.000,0.000,0.000,33.174,6.090
02/05/2012,14.100,0.620,5.000,0.070,2.000,33.482,5.520
07/10/2000,14.110,0.320,6.000,0.000,0.000,33.440,6.030
08/15/2010,14.110,0.530,2.000,0.020,0.800,32.950,6.120
10/14/2018,14.110,2.210,24.500,0.120,23.000,34.253,1.070
01/25/2007,14.130,0.500,1.000,0.030,1.800,33.254,6.250
07/17/2001,14.140,0.640,4.600,0.240,2.100,33.669,5.720
08/16/2010,14.140,0.530,2.000,0.020,0.800,32.950,6.120
01/07/2001,14.150,0.400,3.000,0.000,0.000,33.150,6.160
01/15/2005,14.150,1.540,16.000,0.660,13.200,33.873,3.760
01/13/2008,14.160,0.300,2.000,0.000,0.000,33.634,6.660
07/18/2004,14.180,0.500,2.700,0.000,0.000,33.717,5.990
08/02/2010,14.230,0.480,1.700,0.010,0.200,33.129,5.700
04/21/2000,14.240,0.560,16.000,0.000,1.300,33.600,5.970
11/07/2001,14.310,0.950,3.200,0.060,1.300,33.473,6.390
02/01/2003,14.320,0.490,2.000,0.020,0.000,33.122,6.170
02/09/2006,14.360,0.750,5.800,0.020,3.300,33.725,4.920
01/31/2003,14.380,0.490,2.000,0.020,0.000,33.115,6.180
04/07/2018,14.380,1.950,23.200,0.080,23.200,34.103,1.700
11/04/2006,14.390,0.390,3.700,0.000,1.500,33.267,6.310
08/11/2011,14.390,0.490,1.200,0.020,1.000,33.244,5.860
01/16/2011,14.430,0.630,5.300,0.140,5.300,33.646,5.400
11/06/2010,14.440,0.720,6.300,0.110,3.500,33.597,5.680
02/11/2003,14.450,0.500,2.200,0.010,0.200,33.627,6.190
10/24/2006,14.450,0.300,4.000,0.000,3.100,33.416,6.400
05/02/2010,14.470,0.520,2.000,0.010,0.600,32.957,6.080
08/01/2011,14.490,0.740,6.700,0.200,5.000,33.664,5.140
11/06/2004,14.540,0.480,1.900,0.000,0.000,33.380,5.870
03/29/2004,14.550,0.510,2.200,0.000,0.300,33.422,5.920
11/23/2014,14.550,0.440,0.000,0.000,0.000,33.367,6.340
05/15/2010,14.560,0.980,9.000,0.150,8.400,33.250,6.070
05/16/2010,14.560,0.930,8.100,0.130,7.500,33.249,6.070
11/21/2013,14.560,0.420,1.700,0.000,0.000,33.220,6.070
07/13/2005,14.580,2.050,20.000,0.090,18.800,34.129,1.990
01/14/2010,14.590,0.550,2.000,0.010,1.700,33.240,6.050
01/15/2010,14.590,0.550,2.000,0.010,1.700,33.240,6.050
07/14/2005,14.620,2.000,19.500,0.100,18.100,34.114,2.110
04/19/2001,14.630,0.350,3.000,0.000,0.000,33.170,6.080
03/17/2009,14.650,0.280,2.000,0.000,0.000,33.160,6.120
